image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00285.jpg,0.8345765,0.015964769,0.016840272,0.0027995522,0.009350085,0.0077403453,0.0037570447,0.108971454
img_00331.jpg,0.9288915,0.0027166656,0.00044445795,0.0006907205,0.042364378,0.0075863376,0.007185334,0.010120603
img_00358.jpg,0.76695323,0.03461848,0.0015178672,0.0017892796,0.021064574,0.026746526,0.0009485255,0.14636147
img_00417.jpg,0.029863542,0.0008317706,8.266237e-05,0.00040437953,0.004344588,0.00078319054,0.00040917704,0.96328074
img_00432.jpg,0.5473904,0.07721984,0.018095216,0.012053826,0.194625,0.041571703,0.0030597951,0.105984166
img_00380.jpg,0.9931925,0.003727645,0.00013472384,4.615647e-05,0.001172554,0.0002013847,0.00011483279,0.0014100751
img_00376.jpg,0.97407156,0.0036969064,0.00047349083,0.00019934376,0.0050409446,0.0115442695,0.0006016225,0.004371841
img_00374.jpg,0.301837,0.0032136645,0.002344298,0.00022420865,0.0040127602,0.0064047626,0.0006799147,0.68128335
img_00375.jpg,0.60727775,0.08583096,0.18331665,0.009861289,0.03467526,0.024075631,0.00484751,0.05011492
img_00442.jpg,0.11485176,0.0012497392,0.00090376043,0.00016404192,0.010755644,0.003820183,0.001683367,0.8665715
img_00407.jpg,0.99363846,0.0002755525,0.00016165561,0.00036660218,0.0027119291,0.0004134208,0.00019966849,0.0022326256
img_00398.jpg,0.84360176,0.0020673624,9.813211e-05,0.00015370522,0.122357436,0.0043184496,0.0008662582,0.02653697
img_00383.jpg,0.9833128,0.008856167,0.00023566409,0.00048927456,0.0012711785,0.0019573718,0.0010861866,0.0027915086
img_00446.jpg,0.85366935,0.0071453643,0.0030062946,0.008652272,0.023252793,0.053706378,0.008320701,0.04224696
img_00469.jpg,0.97570443,5.0526847e-05,0.00040639035,0.0003264968,0.0011311716,0.00047631824,0.00013080495,0.021773966
img_00533.jpg,0.3425012,0.22590038,0.007043818,0.003976349,0.039741103,0.023391576,0.0028467618,0.3545988
img_00487.jpg,0.016196659,0.0012803604,0.000658692,0.00046421046,0.9730558,0.0028837824,0.000574894,0.0048855273
img_00486.jpg,0.95833236,0.032618787,0.004692151,0.00012328145,0.003305291,5.7934638e-05,0.00050243386,0.0003678999
img_00483.jpg,0.92290884,0.0009211383,0.00017186321,0.0001822382,0.03565148,0.003253052,0.0036389276,0.033272535
img_00484.jpg,0.5003773,0.45245457,0.0012960287,0.00145393,0.021849746,0.0017157169,0.0013925639,0.01946016
img_00473.jpg,0.92998075,0.0050323904,0.00011965172,7.261259e-05,0.002244112,0.001775529,0.0004739564,0.06030098
img_00538.jpg,0.9224263,0.009571543,0.0004975288,0.00012104418,0.0058470094,0.00082944916,0.0002435594,0.060463566
img_00543.jpg,0.99765044,0.00013654755,0.00016007415,0.00014837865,0.00039003068,0.00044432483,0.00027519805,0.00079487864
img_00493.jpg,0.060922116,0.0026527054,0.004203132,0.0050823838,0.8925495,0.030818317,0.0008798106,0.0028920395
img_00518.jpg,0.9853055,0.0006510915,0.0003110466,9.838256e-05,0.009323628,0.0023412611,0.0003797633,0.0015892608
img_00550.jpg,0.47915056,0.0699532,0.01199695,0.011102388,0.25254363,0.034185424,0.0024948178,0.13857307
img_00551.jpg,0.91344106,0.0012506451,0.0009471603,0.00030107683,0.009759305,0.046268582,0.004494453,0.023537725
img_00575.jpg,0.55193275,0.0037539243,0.000872819,0.0006915169,0.014804469,0.026475962,0.0011096721,0.40035895
img_00564.jpg,0.023313366,0.00056567095,0.0016960835,0.00096317974,0.9652134,0.005775586,0.0004847296,0.001987917
img_00590.jpg,0.033054873,0.06769962,0.0016648475,0.0022502583,0.01886406,0.0016313468,0.00012465332,0.87471026
img_00587.jpg,0.077522,0.010957829,0.00084755966,0.00043477773,0.034610808,0.0011991204,0.00069108146,0.8737368
img_00584.jpg,0.95568377,0.001997574,0.0003370847,0.00025486818,0.03348347,0.0006522506,0.0020222033,0.0055688694
img_00582.jpg,0.5220622,0.006504273,0.0033390187,0.0030618068,0.020202847,0.012618555,0.0024315892,0.42977977
img_00612.jpg,0.6491911,0.008696121,0.0067742737,0.0017612551,0.002918255,0.20402768,0.004577,0.12205443
img_00598.jpg,0.9980483,6.1325836e-06,1.0771254e-05,2.981611e-06,0.00058824173,4.9258815e-05,1.566219e-05,0.001278562
img_00591.jpg,0.06402673,0.0041399794,0.00037437442,0.00028419503,0.010430537,0.0009011052,0.0013676819,0.91847533
img_00599.jpg,0.9372799,0.012977057,0.007920008,0.0013665819,0.024635,0.00052601256,0.0028174655,0.012477908
img_00618.jpg,0.91069657,0.0015555602,9.3822884e-05,0.00021885258,0.08441479,0.0008862431,0.00068904343,0.0014452153
img_00620.jpg,0.99775404,6.206762e-05,0.00014769548,4.3649125e-05,0.00028669112,6.794157e-05,0.00034875685,0.0012891986
img_00676.jpg,0.105444945,0.022789603,0.0015117221,0.0016875677,0.5660534,0.052070513,0.010346848,0.24009542
img_00642.jpg,0.021752238,0.003520779,0.0009470207,0.9568914,0.002005304,0.0026670787,0.0009387253,0.011277469
img_00646.jpg,0.033611212,0.0063225054,0.00086812995,0.00012468512,0.006686069,0.004896711,0.0027765776,0.9447141
img_00648.jpg,0.9977114,0.00013382657,0.00012505871,0.00013301047,0.0005884322,0.00036626315,0.0001914938,0.0007507267
img_00697.jpg,0.009488964,0.0050458387,0.0034837942,0.0002593546,0.023987101,0.0071685123,0.004061372,0.946505
img_00708.jpg,0.9629324,0.0011786949,0.0002378376,0.0010495593,0.0025509472,0.0017158686,0.00046383115,0.029870791
img_00654.jpg,0.97459227,0.0057526254,0.0011880671,0.0002738454,0.012127053,0.0009249645,0.0005817633,0.004559518
img_00664.jpg,0.9562952,0.0051904605,0.0011567591,0.002367772,0.010108676,0.0034538484,0.01821428,0.0032130973
img_00667.jpg,0.04007665,0.008255284,0.00055103155,0.0006134095,0.8828697,0.0071916743,0.0020599433,0.058382265
img_00650.jpg,0.6398969,0.005545263,0.0018085011,0.0009214365,0.07224132,0.10842681,0.05042799,0.12073177
img_00716.jpg,0.21558484,0.02323493,0.017179966,0.011717199,0.10611806,0.4450307,0.02774039,0.15339385
img_00717.jpg,0.95374966,0.017758876,0.0017611611,0.0030306168,0.0024004397,0.011790524,0.0014434422,0.00806531
img_00760.jpg,0.064962044,0.0027756584,0.0002019756,0.9208933,0.0014854543,0.0016291884,0.0006253641,0.007426917
img_00718.jpg,0.8737679,0.0017882778,0.00058560236,0.0004568396,0.018212557,0.07844208,0.005327716,0.021418955
img_00723.jpg,0.82500017,0.021544317,0.0004011342,0.0019619395,0.07585721,0.024521591,0.005205563,0.045508042
img_00729.jpg,0.9453407,0.0003947708,0.00047200092,0.00012554017,0.047376122,0.0019984206,0.00051510753,0.0037775221
img_00726.jpg,0.96136945,0.004407699,0.0011566131,0.0012923697,0.025573803,0.0022075623,0.0013367297,0.0026558654
img_00724.jpg,0.23162326,0.0028794457,0.006538758,0.0040277876,0.036486927,0.021587186,0.5176324,0.17922418
img_00763.jpg,0.016850559,0.0021035338,0.00036534836,0.0001459802,0.92978907,0.0012889786,0.00069981674,0.048756793
img_00757.jpg,0.9640527,0.0010004299,0.00047955554,0.0026075472,0.008916263,0.0018481128,0.0025027797,0.018592691
img_00730.jpg,0.027043432,0.00075932645,0.00026341813,0.00013933203,0.006538996,0.0002669707,0.0010409546,0.96394753
img_00764.jpg,0.026251769,0.019468024,0.011806169,0.00047663465,0.31893337,0.004696931,0.00141097,0.6169562
img_00765.jpg,0.0113368025,0.0017231865,6.0781353e-05,0.0007492751,0.0038335929,0.9698561,0.00017011246,0.012270211
img_00772.jpg,0.06623874,0.002007872,0.8289387,0.0006025923,0.018847566,0.0024462403,0.00043815488,0.080480136
img_00833.jpg,0.7958336,0.0030156954,0.00046049713,0.0027596252,0.008509824,0.01554692,0.0020387184,0.17183518
img_00780.jpg,0.013812771,0.00076548674,0.0007040943,9.999365e-05,0.008164172,0.0049575353,0.0061577903,0.9653382
img_00773.jpg,0.9314551,0.033538487,0.022615818,0.00036273143,0.008207935,0.0006592705,0.000898562,0.0022621572
img_00798.jpg,0.9345567,0.008485681,0.0041321926,0.012663926,0.0007921822,0.0033792972,0.0020419944,0.033947825
img_00828.jpg,0.08405713,0.015561125,0.003150509,0.001546494,0.85317475,0.009140245,0.006804334,0.026565365
img_00808.jpg,0.99639136,0.00027682394,7.309036e-05,4.12145e-05,0.0010993463,0.0003706188,8.680515e-05,0.001660782
img_00816.jpg,0.97093856,0.0012631023,0.00011900918,0.001019124,0.01178332,0.0050399858,0.0073769437,0.0024599452
img_00777.jpg,0.86654884,0.07349188,0.0014093585,0.00066443166,0.019608531,0.027084416,0.0020808964,0.009111651
img_00837.jpg,0.9798917,0.000277509,0.0002514381,5.4257172e-05,0.014335518,0.0012732027,0.00024684044,0.0036695334
img_00855.jpg,0.74895185,0.06711955,0.0061274394,0.004662206,0.07187454,0.0071486747,0.004297709,0.089818165
img_00914.jpg,0.04829387,0.02814031,0.0048084995,0.0005825505,0.13509066,0.013036286,0.0029367905,0.76711106
img_00894.jpg,0.49863455,0.005148072,0.004397311,0.0011633394,0.4753192,0.00622547,0.0014712897,0.007640612
img_00865.jpg,0.9901017,0.0030340813,0.0002739317,1.4816927e-05,0.0011818252,0.00029725136,0.000181382,0.0049149212
img_00889.jpg,0.13207361,0.037401672,0.049821362,0.0013863628,0.08105436,0.016451985,0.015343519,0.6664672
img_00876.jpg,0.08875034,0.014000629,0.0007788433,0.0004187041,0.8190284,0.0068084793,0.0030843155,0.06713035
img_00858.jpg,0.99636334,9.317102e-05,5.5259414e-07,9.0875506e-07,0.00084244437,9.935517e-05,2.7770258e-05,0.0025724866
img_00857.jpg,0.9896724,0.0038512694,0.0008534923,0.0010787867,0.0018183212,0.0011758991,0.00078722084,0.00076264376
img_00921.jpg,0.5353163,0.001968301,0.008238618,0.0003046503,0.037462912,0.34223038,0.0033274333,0.07115145
img_00927.jpg,0.026752621,0.025656585,0.0015482228,0.0006382048,0.0058839195,0.0013331879,0.00019555465,0.9379917
img_00902.jpg,0.023678195,0.026278555,0.00094377424,0.0040173093,0.012500653,0.010273328,0.9000067,0.022301417
img_00943.jpg,0.9302547,0.00063214096,7.0364425e-05,8.965764e-05,0.026295489,0.0030713074,0.0026413274,0.036944967
img_00948.jpg,0.35414305,0.002265148,0.0033762727,0.002768913,0.58553416,0.011571699,0.0027132242,0.037627455
img_00982.jpg,0.14751653,0.5629569,0.0053956336,0.006219615,0.018217292,0.023814697,0.043679155,0.19220026
img_00962.jpg,0.010706466,0.0028609256,0.0016204716,0.00014688764,0.0119324885,0.0062718247,0.0023660106,0.9640949
img_00959.jpg,0.9926122,9.131143e-05,8.902852e-05,4.582433e-05,0.0064232107,0.00032729268,2.7376633e-05,0.000383872
img_00950.jpg,0.071830645,0.0008399191,0.0029284677,0.000952324,0.9099112,0.0059571993,0.0016671852,0.0059131174
img_00985.jpg,0.88871145,0.0033555117,0.00027722205,0.0009506168,0.07690331,0.009116656,0.00066147425,0.020023597
img_00974.jpg,0.8549985,0.025781134,0.0034494563,0.028634569,0.0038720672,0.002414834,0.0013809297,0.079468384
img_00979.jpg,0.44574338,0.058801807,0.1669315,0.0016500166,0.013379184,0.010578126,0.012407177,0.29050878
img_00966.jpg,0.9366335,0.00088844966,0.00064299477,0.0016115555,0.054199785,0.0025629478,0.0016624723,0.0017982821
img_00964.jpg,0.0009549107,0.0005466141,0.99766386,8.973362e-05,0.00031911695,0.00010286353,5.5888075e-05,0.0002670052
img_00999.jpg,0.84969336,0.10825683,0.0014160096,0.00052883604,0.011863829,0.0004882117,0.00014989018,0.027602931
img_01022.jpg,0.861079,0.0009244087,0.0006960984,0.0006383632,0.056062624,0.069481984,0.00079734396,0.010320056
img_01031.jpg,0.99487925,0.00019323867,0.00020623086,6.2952546e-05,0.00082651014,0.0026826318,0.0003407081,0.00080849364
img_01035.jpg,0.8335135,0.09392394,0.001891325,0.0011338982,0.028794426,0.032389887,0.0013241097,0.007028848
img_01043.jpg,0.017287455,0.0007217636,0.0005001306,8.189326e-05,0.97304285,0.0052371863,0.0017305772,0.0013981601
img_01058.jpg,0.88658166,0.01880845,0.0015181298,0.000753884,0.024334015,0.0023840172,0.0032045876,0.06241521
img_01116.jpg,0.97724825,0.0038347458,0.0018707329,0.00043966837,0.00067655183,0.0012610063,0.00044590505,0.014223231
img_01102.jpg,0.19515567,0.7090926,0.00059560983,0.0040461104,0.042287435,0.008050953,0.0006198293,0.0401518
img_01090.jpg,0.057339463,0.0030774518,0.000851351,0.0005358114,0.9275693,0.0076602777,0.00046839757,0.0024979168
img_01103.jpg,0.097963065,0.12596358,0.0014979856,0.000519294,0.004640786,0.002444304,0.004692997,0.762278
img_01059.jpg,0.5738244,0.01701625,0.0042746346,0.0014586431,0.07118759,0.01393886,0.00075728097,0.31754228
img_01134.jpg,0.927027,0.0013377722,0.0010582912,0.0013596414,0.007752776,0.023203036,0.015199188,0.023062453
img_01142.jpg,0.99583864,8.86985e-05,7.555448e-05,2.6547272e-05,0.001590439,2.2299684e-05,0.0001466269,0.002211252
img_01168.jpg,0.00901951,0.0022230428,0.0001609596,0.00047872454,0.016254568,0.96593314,0.00038890666,0.005541113
img_01208.jpg,0.12157957,0.0026883113,0.014964932,0.0027826568,0.8267113,0.0177719,0.0027886222,0.010712712
img_01171.jpg,0.01998987,0.0022394555,0.0004592788,9.115249e-05,0.91721576,0.0013889151,0.0005575291,0.058057953
img_01211.jpg,0.98293996,0.0039311033,0.00026652194,0.00055781676,0.0020975883,0.0056993496,0.0016501123,0.002857606
img_01177.jpg,0.9877506,0.00012910417,0.00014538583,2.4698118e-05,0.009390764,7.444408e-05,7.897897e-05,0.0024061077
img_01213.jpg,0.95490855,0.0023281937,0.00084780954,0.00016192622,0.0021652714,0.0011397689,0.00029508665,0.03815337
img_01179.jpg,0.92054147,0.0010373354,0.00052649,0.0010204046,0.041819792,0.031121423,0.00088610547,0.003046839
img_01204.jpg,0.06735435,0.014638938,0.00096988416,0.00078179146,0.74865586,0.010066764,0.002122539,0.1554099
img_01198.jpg,0.4169619,0.0012664034,0.001588321,0.00012882252,0.5645267,0.0021362416,0.00036447536,0.013027233
img_01188.jpg,0.0037419947,0.0006465793,2.5939895e-05,0.0003972314,0.0010160273,0.9913083,9.059087e-05,0.002773338
img_01222.jpg,0.58508974,0.36555174,0.0025610402,0.001784804,0.0032245507,0.0053818244,0.003330779,0.03307553
img_01224.jpg,0.40330333,0.010756865,0.061372224,0.0010128252,0.031048784,0.010178778,0.0099472925,0.47237995
img_01366.jpg,0.94546306,0.00077524706,0.004358248,0.012003482,0.0075763413,0.018056128,0.003910883,0.0078566
img_01253.jpg,0.0033888298,0.00051150966,6.0715876e-05,9.090105e-05,0.006168964,0.006391542,0.0006410927,0.9827465
img_01237.jpg,0.13398372,0.00044707503,0.0003588382,7.8412835e-05,0.84253806,0.0022915043,0.00069534616,0.019607082
img_01249.jpg,0.053630855,0.0038227018,0.0017364353,0.0002735519,0.921544,0.0020443895,0.001967124,0.014980883
img_01289.jpg,0.7575239,0.022091718,0.0066082077,0.003237761,0.044096828,0.017410805,0.0005158848,0.14851491
img_01286.jpg,0.124769494,0.014155868,0.0022599048,0.008105882,0.19624487,0.028497308,0.0056478735,0.6203189
img_01371.jpg,0.97152114,0.0048310985,7.3235846e-05,0.0002868842,0.021435361,0.0005006893,0.0005716416,0.0007799612
img_01373.jpg,0.005062017,8.969778e-05,3.792017e-05,1.3556443e-06,0.99453,3.1107706e-05,1.4379441e-05,0.00023360681
img_01328.jpg,0.9438219,0.0021081998,0.0012191995,0.000686082,0.00093168754,0.0080218585,0.0006505542,0.04256046
img_01325.jpg,0.06800026,0.0034112798,0.000931886,0.00011066421,0.90411043,0.0022570558,0.00042533936,0.020753067
img_01377.jpg,0.023131873,0.0012944182,0.00095520547,0.0002800663,0.9723612,0.0003613702,0.00055356225,0.0010621455
img_01379.jpg,0.99746263,0.00055507966,0.00021208958,0.00037195557,0.00034691702,0.00019850745,0.00017779657,0.0006750263
img_01426.jpg,0.12708046,0.6479491,0.0009507078,0.0007109284,0.008074284,0.002498719,0.20843546,0.0043004095
img_01388.jpg,0.92724925,0.0060474416,0.0012056794,7.1144575e-05,0.014372518,0.022000479,0.0015414264,0.027511962
img_01384.jpg,0.39560348,0.060093343,0.013350293,0.007086137,0.24293263,0.046302333,0.004482971,0.23014878
img_01404.jpg,0.9929859,0.00037834136,0.0002882054,0.0004150338,0.0011676684,0.00043639823,0.0011186532,0.0032097902
img_01399.jpg,0.03220222,0.60305625,0.0026882775,0.0010430788,0.03563173,0.01609144,0.0023457683,0.30694136
img_01392.jpg,0.0032807586,0.002489882,0.99188226,0.00011487373,0.00095671805,0.00033938984,0.0001546314,0.0007814875
img_01431.jpg,0.051052667,0.003397172,0.00014094752,0.9318462,0.0021951653,0.0017519927,0.00032735325,0.009288441
img_01441.jpg,0.014910855,0.0034342555,0.00010480761,0.0001035283,0.018656489,0.009057075,0.0011981323,0.9525349
img_01405.jpg,0.97469836,0.00040971747,0.0014507754,0.00044209414,0.0034236182,0.0021100577,0.00038080997,0.01708456
img_01413.jpg,0.99544,8.105467e-05,0.00010979861,5.670185e-05,0.0033768257,0.00014907424,0.00034720846,0.0004392851
img_01444.jpg,0.30376655,0.01019582,0.0038908606,0.0012156261,0.023283714,0.0038946252,0.0017888837,0.65196395
img_01490.jpg,0.026880799,0.0049074334,0.23008022,0.002036697,0.016764686,0.0041456097,0.004417244,0.7107673
img_01541.jpg,0.1462575,0.025626812,0.0031473236,0.005069597,0.78036875,0.013910336,0.006297613,0.01932209
img_01511.jpg,0.9960674,0.00034582635,0.00013095442,2.4258557e-05,0.002721562,0.00013143475,7.958126e-05,0.0004990344
img_01505.jpg,0.056538813,0.011615515,0.00071325334,0.00038349885,0.8315941,0.00765611,0.0028741807,0.08862454
img_01495.jpg,0.22720845,0.0033913376,0.002537381,0.00075871096,0.0027340697,0.005559571,0.0015325242,0.756278
img_01519.jpg,0.9695202,0.0074760513,0.00036451733,0.00093059684,0.0036881152,0.012440447,0.0010369392,0.0045430465
img_01543.jpg,0.9786154,0.000465345,0.00019326183,0.00034888578,0.017133493,0.00088568375,0.0008897317,0.0014680539
img_01537.jpg,0.98992413,0.0007357922,0.00084977585,0.00014552702,0.0021960258,0.0010015147,0.00082673907,0.00432055
img_01530.jpg,0.81555754,0.0009577479,0.0011777417,0.00020433504,0.17465998,0.0014534461,0.0008983499,0.0050907973
img_01538.jpg,0.9392706,0.0019560803,0.00020212829,0.00019066402,0.002575428,0.05114603,0.0032854388,0.001373682
img_01548.jpg,0.9872318,0.00041709095,3.1990927e-05,0.0005467984,0.0028795446,0.004124586,0.00409348,0.0006746485
img_01552.jpg,0.96060765,0.011543237,0.0021939573,0.004177029,0.004167648,0.0065865945,0.0069812746,0.0037425847
img_01561.jpg,0.010900307,0.00012740087,0.0006106628,4.431345e-05,0.98197687,0.0046245614,0.00015395171,0.0015619441
img_01593.jpg,0.3081608,0.06004819,0.0014848048,0.003880438,0.06829483,0.013754707,0.001005342,0.54337084
img_01562.jpg,0.23652512,0.1484724,0.0040109456,0.0008627315,0.017183395,0.0005982884,0.0020384537,0.5903087
img_01571.jpg,0.9548823,0.0020283344,0.00017812195,0.00020521173,0.02839139,0.0016666796,0.00078712637,0.011860768
img_01632.jpg,0.9655777,0.001253067,0.00040518533,0.00075392064,0.024094524,0.0040836637,0.0007702611,0.0030616452
img_01595.jpg,0.023974488,0.0023024145,0.0006923292,8.2617655e-05,0.9558541,0.0035093888,0.0008790934,0.012705547
img_01618.jpg,0.98333263,0.00056521833,0.0007148079,0.00012493273,0.0032916947,0.003444497,0.00041089894,0.008115357
img_01616.jpg,0.30809674,0.0054007755,0.0004560152,0.0010443705,0.66976386,0.005705814,0.0020839826,0.0074484623
img_01627.jpg,0.89147216,0.035553366,0.00073049724,0.027386706,0.012905016,0.009369038,0.0030933635,0.019489907
img_01633.jpg,0.72667706,0.023030955,0.0021218637,0.0019249974,0.007913042,0.14702359,0.0027377845,0.08857062
img_01640.jpg,0.9978916,0.00012432753,9.660198e-05,0.00013751099,0.0004709152,0.00036660174,0.00017308677,0.0007393442
img_01684.jpg,0.76428384,0.018269643,0.0014251567,0.00055447593,0.015130828,0.014561815,0.003785986,0.18198821
img_01646.jpg,0.9890133,0.00028512944,0.0005903911,0.00029267493,0.0022433233,0.0015580091,0.00040743937,0.0056097796
img_01649.jpg,0.9556261,0.0055099833,0.0009047672,0.0008944063,0.030093439,0.0012923011,0.0014379326,0.0042411718
img_01681.jpg,0.0687264,0.0034866289,6.5051514e-05,0.00015335694,0.0054888898,0.0022722192,0.0005528042,0.91925466
img_01669.jpg,0.054003518,0.0028039461,0.00018329854,0.9286134,0.0017655914,0.001590528,0.00049344817,0.010546192
img_01657.jpg,0.0009880426,0.00033175843,0.9962612,4.3437794e-05,0.00066336815,0.00012588852,0.00010918324,0.0014770477
img_01647.jpg,0.86426955,0.005470479,0.0014810223,0.0019373825,0.10058606,0.0071912613,0.0063092434,0.012754962
img_01673.jpg,0.766108,0.0047740764,0.003720241,9.642984e-05,0.20619935,0.0059866225,0.0029225247,0.010192848
img_01685.jpg,0.4628843,0.03663222,0.00897121,0.008763408,0.35470936,0.037234966,0.0021066926,0.0886978
img_01687.jpg,0.9489485,0.006397136,0.0027846373,0.00063054066,0.012305117,0.00022097888,0.0010538427,0.0276592
img_01773.jpg,0.80374,0.032573707,0.0012663001,0.00053685904,0.009062129,0.00031134498,0.0046806596,0.14782904
img_01716.jpg,0.0656507,0.009680459,0.003364983,0.0017494226,0.8752362,0.012912172,0.008013638,0.023392353
img_01688.jpg,0.7451846,0.016749829,0.0064871125,0.0026395654,0.06754331,0.011967621,0.0005620114,0.14886583
img_01689.jpg,0.023629487,0.0023962276,0.0017869746,0.00013356758,0.03417446,0.0060293144,0.007321113,0.92452884
img_01717.jpg,0.86054003,0.0145609835,0.000367613,0.002987412,0.066754356,0.023106186,0.005248867,0.026434451
img_01781.jpg,0.16853455,0.0043226713,0.0013143902,0.011367291,0.796944,0.00869602,0.0022433402,0.006577711
img_01782.jpg,0.015379767,0.0015702605,0.001117183,0.00021956959,0.96743816,0.005935629,0.001378937,0.0069604013
